P_median_AGN,P_median_CV,P_median_HM-STAR,P_median_HMXB,P_median_LM-STAR,P_median_LMXB,P_median_NS,P_median_YSO,P_2sig_upp_AGN,P_2sig_upp_CV,P_2sig_upp_HM-STAR,P_2sig_upp_HMXB,P_2sig_upp_LM-STAR,P_2sig_upp_LMXB,P_2sig_upp_NS,P_2sig_upp_YSO,P_2sig_low_AGN,P_2sig_low_CV,P_2sig_low_HM-STAR,P_2sig_low_HMXB,P_2sig_low_LM-STAR,P_2sig_low_LMXB,P_2sig_low_NS,P_2sig_low_YSO,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class_median,Class_prob_median,Class_prob_2sig_upp,Class_prob_2sig_low,Class,Class_prob,Class_prob_e,name,true_Class,conf_flag,CT
0.81,0.07,0.0,0.01,0.0,0.0,0.0,0.08,0.89,0.14,0.01,0.04,0.01,0.03,0.01,0.17272749999999976,0.7172725,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.81122,0.07610000000000001,0.00147,0.01502,0.00073,0.00675,0.00124,0.08746999999999999,0.045784362044346584,0.028778780693737165,0.003788595182050129,0.012136593298652507,0.002640847226568412,0.00817339001298141,0.0035882133820712594,0.03592129506907344,AGN,0.81,0.89,0.7172725,AGN,0.81122,0.045784362044346584,2CXO J090036.8+205340,AGN,1,8.858015779682473
0.19,0.19,0.01,0.0,0.0,0.32,0.03,0.1525,0.38,0.45,0.05,0.02,0.02,0.6327274999999998,0.48,0.39,0.06,0.04,0.0,0.0,0.0,0.11,0.0,0.03,0.1989425,0.20297,0.014445,0.0028599999999999997,0.0035600000000000002,0.340235,0.067885,0.1691025,0.07611870335699863,0.10438738346096159,0.015574322923791422,0.006531696798157655,0.006539814154023734,0.1410936823610547,0.10903687823766704,0.09634382635450306,LMXB,0.32,0.6327274999999998,0.11,LMXB,0.340235,0.1410936823610547,2CXO J090334.9+502819,AGN,0,0.5591673620136662
0.87,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.98,0.02,0.01,0.02,0.03,0.04,0.01,0.5454549999999995,0.3790899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.81763,0.0028799999999999997,0.00102,0.0033,0.0034300000000000003,0.01212,0.0007199999999999999,0.1589,0.15204934101173231,0.008495750571772794,0.0037381243389664775,0.006659906482403069,0.010442420415983266,0.013231805647026435,0.002947929831303705,0.14495931568272255,AGN,0.87,0.98,0.3790899999999999,AGN,0.81763,0.15204934101173231,2CXO J090450.5-014524,AGN,1,2.217881483089777
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998400000000001,5.9999999999999995e-05,0.0,0.0,0.0001,0.0,0.0,0.0,0.0019437536310392294,0.0007726558075864036,0.0,0.0,0.001786950808834197,0.0,0.0,0.0,AGN,1.0,1.0,1.0,AGN,0.9998400000000001,0.0019437536310392294,2CXO J090516.6+340921,AGN,1,267.9762002357707
0.96,0.01,0.0,0.0,0.0,0.0,0.02,0.0,1.0,0.06,0.01,0.0,0.022727499999999737,0.04,0.08636374999999988,0.02,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487599999999999,0.01425,0.00103,0.0,0.00213,0.0068449999999999995,0.025005,0.00198,0.040985267989756866,0.016787475072783244,0.00339862481757705,0.0,0.008211609496957982,0.01023111189708385,0.02398333119429357,0.005806316673530067,AGN,0.96,1.0,0.85,AGN,0.9487599999999999,0.040985267989756866,2CXO J090630.7+693030,AGN,1,14.218484184691773
0.77,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.88,0.1,0.01,0.02,0.03,0.02,0.03,0.35,0.5700000000000001,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.759365,0.051005,0.000515,0.002785,0.00425,0.00436,0.004585,0.17313499999999998,0.07650342835160759,0.024584942432196083,0.002294567506097835,0.0056480683136516385,0.01276716493590103,0.006785015581149124,0.0077758110984152765,0.07482108639928965,AGN,0.77,0.88,0.5700000000000001,AGN,0.759365,0.07650342835160759,2CXO J090651.5+495235,AGN,1,3.8739922673138727
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.01,0.03,0.01,0.02,0.01,0.05,0.9072725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739800000000001,0.00509,0.00037,0.006860000000000001,0.00073,0.00281,0.00051,0.00965,0.030807607967979423,0.01071011702114438,0.001940841793363608,0.009635000427256511,0.003126799782025845,0.007827206728147991,0.0024177977057119027,0.01568513702597218,AGN,0.98,1.0,0.9072725,AGN,0.9739800000000001,0.030807607967979423,2CXO J090714.4+520343,AGN,1,20.74151569509292
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.00159,2e-05,1e-05,0.0,0.00025,3e-05,0.0001,0.004839775141824615,0.004217782555999028,0.0004469897088298562,0.0003162277660168379,0.0,0.0015620307103062793,0.0007068235986436781,0.0009954853042566686,AGN,1.0,1.0,0.98,AGN,0.998,0.004839775141824615,2CXO J090731.6+515956,AGN,1,110.00868371386893
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06272749999999974,0.0,0.0,0.01,0.01,0.0,0.01,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98666,0.010029999999999999,2.9999999999999997e-05,1e-05,0.00135,0.0016200000000000001,5e-05,0.00025,0.02103537227830512,0.018821619307417554,0.00054717401199198,0.00031622776601683794,0.004392811946441227,0.004381186459715542,0.0007056897321046958,0.0015620307103062787,AGN,0.99,1.0,0.93,AGN,0.98666,0.02103537227830512,2CXO J090843.2+285230,AGN,1,24.503354647314687
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.03,0.01,0.0,0.01,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98676,0.007560000000000001,4e-05,0.0,0.00443,0.00048,0.0001,0.00063,0.014460688486773772,0.010126645493397549,0.0006315051850925682,0.0,0.007424973416129529,0.002185034181511669,0.0010914170564872033,0.00266649774239736,AGN,0.99,1.0,0.95,AGN,0.98676,0.014460688486773772,2CXO J090934.4+110549,AGN,1,39.82538329652514
0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.04,0.0,0.01,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98327,0.00253,4e-05,0.00017,4e-05,0.011859999999999999,5e-05,0.00204,0.014974355790194509,0.005615214210573864,0.0006315051850925684,0.0012933571713849095,0.0006315051850925682,0.011919835673468089,0.0007056897321046961,0.004589058668121326,AGN,0.99,1.0,0.95,AGN,0.98327,0.014974355790194509,2CXO J090948.6+105634,AGN,1,36.11969526254381
0.96,0.01,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.06,0.0,0.0,0.01,0.14272749999999976,0.0,0.03,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446899999999999,0.01208,0.00011999999999999999,4e-05,0.00051,0.036615,0.000185,0.0057599999999999995,0.05023522148331265,0.018016608953912442,0.0010893974420691408,0.0006315051850925679,0.0023335263755409606,0.03672077327876129,0.0013388680172323074,0.008348178968618968,AGN,0.96,1.0,0.8,AGN,0.9446899999999999,0.05023522148331265,2CXO J091023.3+541400,AGN,1,10.44292578659636
0.98,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.02,0.0,0.0,0.01,0.02,0.06,0.01,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9734299999999999,0.00218,0.00011,5e-05,0.00037,0.00464,0.01716,0.00206,0.019403907122319753,0.004803193798991528,0.0010435463521037234,0.0007056897321046963,0.0019408417933636083,0.007022799991436441,0.016251107608360068,0.004623610902506588,AGN,0.98,1.0,0.93,AGN,0.9734299999999999,0.019403907122319753,2CXO J091026.9+541243,AGN,1,26.820070254442076
0.47,0.01,0.01,0.0,0.0,0.06,0.39,0.0,0.74,0.18,0.05,0.0,0.0,0.35,0.76,0.01,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.4646416666666667,0.031865000000000004,0.012481666666666667,0.0,5.9999999999999995e-05,0.08845,0.40207166666666666,0.00043,0.1480520156225016,0.06502480296010132,0.013659454199284663,0.0,0.0007726558075864027,0.08843246651805996,0.17648058040234357,0.002160965008918415,AGN,0.47,0.74,0.18,AGN,0.4646416666666667,0.1480520156225016,2CXO J091027.0+542055,AGN,0,0.19280035585457755
0.64,0.0,0.0,0.0,0.0,0.16,0.14,0.01,0.8200000000000001,0.04,0.01,0.0,0.11,0.4,0.36,0.15,0.36363625,0.0,0.0,0.0,0.0,0.03363624999999999,0.03,0.0,0.628965,0.007975000000000001,0.00098,5.9999999999999995e-05,0.012535000000000001,0.17512,0.14958000000000002,0.024785,0.11477751370652993,0.012656403895244485,0.006239273076932004,0.0008928590018570663,0.030334286606807547,0.09959796863066728,0.08198716665122355,0.03638547344308818,AGN,0.64,0.8200000000000001,0.36363625,AGN,0.628965,0.11477751370652993,2CXO J091028.5+542322,AGN,1,2.1170564611774703
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99973,8e-05,0.0,0.0,0.0001,7.000000000000001e-05,0.0,2e-05,0.0016216441439877393,0.0008912880535463235,0.0,0.0,0.0009954853042566675,0.0008341437500789633,0.0,0.00044698970882985626,AGN,1.0,1.0,0.99,AGN,0.99973,0.0016216441439877393,2CXO J091028.9+542718,AGN,1,381.9566512732339
0.44,0.0,0.0,0.0,0.0,0.195,0.34,0.0,0.73,0.03,0.01,0.0,0.0,0.42136374999999987,0.6900000000000001,0.01,0.20363625,0.0,0.0,0.0,0.0,0.03,0.06727249999999999,0.0,0.4461225,0.00322,0.0013700000000000001,0.0,2e-05,0.20074083333333334,0.34809666666666667,0.00043,0.1346211595565509,0.009185094771746562,0.0038324649754156643,0.0,0.00044698970882985637,0.10748323670813323,0.17198732193267102,0.0021141356554321604,AGN,0.44,0.73,0.20363625,AGN,0.4461225,0.1346211595565509,2CXO J091039.8+542034,AGN,0,0.3197101164886698
0.4075,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.74,0.05,0.05136374999999987,0.0,0.04,0.8163637499999999,0.2340912499999996,0.02,0.14,0.0,0.0,0.0,0.0,0.17727249999999997,0.0,0.0,0.4152683333333333,0.005138333333333333,0.00943,0.0,0.006115000000000001,0.49737166666666666,0.06386166666666666,0.002815,0.1560376759282414,0.01547168428715336,0.019616572328261386,0.0,0.018447820930860573,0.16584108228332994,0.06625037927756403,0.007746662880607738,LMXB,0.5,0.8163637499999999,0.17727249999999997,LMXB,0.49737166666666666,0.16584108228332994,2CXO J091041.9+542128,AGN,0,0.2550753388931827
0.78,0.0,0.0,0.0,0.0,0.16,0.02,0.0,1.0,0.06,0.01,0.0,0.05272749999999974,0.4,0.21545499999999948,0.03,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7825266666666666,0.009935000000000001,0.0011899999999999999,0.0,0.007135,0.15750666666666666,0.038851666666666666,0.002855,0.14108466234362718,0.022906232131681345,0.004018712486611859,0.0,0.026209802149744093,0.11756586579218531,0.05577734205649176,0.011139931466264638,AGN,0.78,1.0,0.48,AGN,0.7825266666666666,0.14108466234362718,2CXO J091053.3+541821,AGN,1,2.416465199219751
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996645,0.00017,2.9999999999999997e-05,0.0,0.002185,0.000135,0.000625,0.00020999999999999998,0.019683913011173143,0.0012933571713849088,0.0005471740119919799,0.0,0.014030239578233239,0.0012281218519688028,0.00434203042691184,0.0019129975325544882,AGN,1.0,1.0,0.97,AGN,0.996645,0.019683913011173143,2CXO J091057.0+542342,AGN,1,29.496811386933036
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996900000000001,8e-05,1e-05,0.0,0.0,0.00014000000000000001,8e-05,0.0,0.0018458892998517978,0.0008912880535463235,0.00031622776601683783,0.0,0.0,0.0012577686520111647,0.0009972936350917893,0.0,AGN,1.0,1.0,0.99,AGN,0.9996900000000001,0.0018458892998517978,2CXO J091059.3+541716,AGN,1,322.0554634250281
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990249999999999,2e-05,0.0,0.0,0.000625,0.0,2.9999999999999997e-05,0.0003,0.004764144421831903,0.00044698970882985637,0.0,0.0,0.0038011608521376495,0.0,0.00054717401199198,0.001927099819343491,AGN,1.0,1.0,0.99,AGN,0.9990249999999999,0.004764144421831903,2CXO J091100.3+542542,AGN,1,116.56327101781113
0.96,0.0,0.0,0.0,0.0,0.0,0.01,0.02,1.0,0.02,0.01,0.01,0.0,0.02,0.06,0.08,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95137,0.00364,0.000375,0.00076,0.00015,0.00442,0.01701,0.022275,0.034882515532711926,0.006244148411864453,0.002188415902922513,0.0033516613244231053,0.0012958314624900791,0.006975834162468473,0.017620169419457078,0.020793791303097116,AGN,0.96,1.0,0.86,AGN,0.95137,0.034882515532711926,2CXO J091107.8+541824,AGN,1,16.68743946576641
0.91,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.98,0.03,0.01,0.02,0.05272749999999974,0.05,0.01,0.59,0.29727249999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.86393,0.00767,0.00132,0.00332,0.00654,0.01298,0.00053,0.10371000000000001,0.15022523996560203,0.01013774500931414,0.005557741311764021,0.007030435763665509,0.01643467366571356,0.01345736603874254,0.0023716502112927024,0.13411160211488712,AGN,0.91,0.98,0.29727249999999994,AGN,0.86393,0.15022523996560203,2CXO J091338.8-101919,AGN,1,2.6736598551122666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99652,0.00135,5e-05,0.00053,0.00011,0.00064,7.000000000000001e-05,0.00073,0.0068801843679466325,0.0037538768748577246,0.0007056897321046962,0.0022856780885164717,0.0010435463521037242,0.0025684619905688693,0.0008341437500789628,0.003373200035348998,AGN,1.0,1.0,0.98,AGN,0.99652,0.0068801843679466325,2CXO J091342.4+372603,AGN,1,93.58324889029501
0.95,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.99,0.07,0.01,0.0,0.03,0.05,0.0,0.04,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942985,0.021920000000000002,0.00174,0.00017,0.006945000000000001,0.01497,2.9999999999999997e-05,0.01124,0.029166169450931322,0.017715175060592194,0.004515837994524692,0.0013685660279916976,0.008847047261388703,0.01405690921563829,0.00054717401199198,0.010978749151562436,AGN,0.95,0.99,0.87,AGN,0.942985,0.029166169450931322,2CXO J091449.0+085321,AGN,1,19.646727490368807
0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.98,0.02,0.0,0.03,0.01,0.03,0.0,0.15,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92143,0.0044599999999999996,0.00015,0.00791,0.00027,0.00697,5.9999999999999995e-05,0.05875,0.04258248898747425,0.00692505280531176,0.00121613279660528,0.01038459145752685,0.0016216441439877397,0.008555249399771595,0.0007726558075864028,0.03782285113615931,AGN,0.93,0.98,0.8200000000000001,AGN,0.92143,0.04258248898747425,2CXO J091501.7+241812,AGN,1,10.729138122835105
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99849,0.00062,1e-05,1e-05,2e-05,0.00034,1e-05,0.0005,0.005869783160761079,0.0026875309901139427,0.0003162277660168379,0.00031622776601683794,0.00044698970882985637,0.0019204395559579818,0.000316227766016838,0.004793012932694109,AGN,1.0,1.0,0.99,AGN,0.99849,0.005869783160761079,2CXO J091557.3+292618,AGN,1,93.59552515616099
0.92,0.0,0.0,0.0,0.02,0.03,0.0,0.02,0.98,0.03,0.01,0.01,0.06,0.07,0.02,0.22,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046900000000001,0.006285,0.00076,0.00074,0.018955000000000003,0.0272,0.0024449999999999997,0.038924999999999994,0.0622320393907087,0.00843177738498058,0.00290358930133565,0.0029429680700036594,0.01585983951714233,0.017996774263291847,0.005289135085243136,0.052082453446021144,AGN,0.92,0.98,0.72,AGN,0.9046900000000001,0.0622320393907087,2CXO J091646.0+283526,AGN,1,7.57353664015754
0.95,0.0,0.0,0.0,0.0,0.03,0.0,0.01,1.0,0.05,0.01,0.01,0.01,0.12272749999999974,0.03,0.05,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9360700000000001,0.009125,0.000995,0.0011200000000000001,0.0007700000000000001,0.03543,0.00492,0.01157,0.05334135731681743,0.012954813862120992,0.0033084620174517526,0.0037093610446220214,0.003019307241109495,0.03314987200599748,0.009147528479172794,0.012948079114399661,AGN,0.95,1.0,0.8,AGN,0.9360700000000001,0.05334135731681743,2CXO J091824.3+063653,AGN,1,10.413078956694012
0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.03,0.0,0.03,0.0,0.02,0.0,0.03,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97425,0.0077800000000000005,0.00011999999999999999,0.00637,4e-05,0.00256,0.0,0.00888,0.01638615287387512,0.008907915073177949,0.0010893974420691408,0.008135680013944093,0.0006315051850925679,0.005164598055325613,0.0,0.009371949286751042,AGN,0.98,1.0,0.94,AGN,0.97425,0.01638615287387512,2CXO J091828.5+513932,AGN,1,37.47830465070771
0.97,0.0,0.0,0.0,0.0,0.005,0.0,0.01,1.0,0.02,0.0,0.01,0.01,0.03,0.0,0.05,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724599999999999,0.0027,8.999999999999999e-05,0.00065,0.00037,0.00732,2e-05,0.016390000000000002,0.01809629453440332,0.0050730400881262225,0.0009448771310560924,0.002585378924680905,0.0019408417933636092,0.009279208139906327,0.0004469897088298565,0.013335881888564617,AGN,0.97,1.0,0.93,AGN,0.9724599999999999,0.01809629453440332,2CXO J091848.6+211717,AGN,1,30.416920137333726
0.81,0.0,0.0,0.0,0.07,0.01,0.0,0.09,0.97,0.02,0.02,0.01,0.20272749999999976,0.03,0.012727499999999736,0.33,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.79264,0.0036,0.00458,0.00035000000000000005,0.076325,0.00796,0.0015,0.113045,0.11538237947578255,0.00639381583101053,0.007326477822069572,0.0018387171834952998,0.052671089020625145,0.009598465009079868,0.0056197492454362775,0.08899029299450163,AGN,0.81,0.97,0.55,AGN,0.79264,0.11538237947578255,2CXO J092014.0+453156,AGN,1,3.325273343963407
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99624,0.00203,2e-05,0.0,1e-05,0.0016200000000000001,2e-05,5.9999999999999995e-05,0.008032865424425321,0.005422961230592427,0.00044698970882985637,0.0,0.00031622776601683783,0.004690159655875012,0.00044698970882985626,0.0007726558075864028,AGN,1.0,1.0,0.97,AGN,0.99624,0.008032865424425321,2CXO J092143.4+293824,AGN,1,73.88695064894091
0.95,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.02,0.01,0.01,0.03,0.09,0.02,0.03,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94819,0.00318,0.00028000000000000003,0.00037,0.0033850000000000004,0.03419,0.00383,0.006575,0.03171245149116631,0.005960127777415774,0.0016505527329729046,0.001940841793363608,0.00898874699680509,0.02612329087856901,0.006743632298440994,0.008909194618412419,AGN,0.95,1.0,0.87,AGN,0.94819,0.03171245149116631,2CXO J092158.8+034235,AGN,1,15.803376295525585
0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.03,0.0,0.01,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97117,0.023370000000000002,7.000000000000001e-05,0.00016,4e-05,0.0035499999999999998,2e-05,0.0016200000000000001,0.019928076380529777,0.017704704362303154,0.000834143750078963,0.001255378817718372,0.000631505185092568,0.007807589798296178,0.0004469897088298564,0.004097852168196456,AGN,0.97,1.0,0.92,AGN,0.97117,0.019928076380529777,2CXO J092246.4-395935,AGN,1,25.185489386949065
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974,0.00209,1e-05,0.0,1e-05,0.00031,5.9999999999999995e-05,0.00011999999999999999,0.005240941467662804,0.004791122504680387,0.00031622776601683794,0.0,0.000316227766016838,0.001790839777061898,0.000772655807586403,0.0010893974420691406,AGN,1.0,1.0,0.98,AGN,0.9974,0.005240941467662804,2CXO J092347.9+310754,AGN,1,99.21288408286786
0.63,0.1,0.0,0.01,0.02,0.07,0.0,0.13,0.78,0.22272749999999975,0.01,0.06,0.16,0.16,0.03,0.34272749999999974,0.34,0.027272499999999977,0.0,0.0,0.0,0.01,0.0,0.04,0.61138,0.10823,0.00134,0.01732,0.037230000000000006,0.07693000000000001,0.0035800000000000003,0.14399,0.10649336334455986,0.05091521834834321,0.004027483162053026,0.018318109977646536,0.04087661920949429,0.037433626278740036,0.008188446168269695,0.07181460323107851,AGN,0.63,0.78,0.34,AGN,0.61138,0.10649336334455986,2CXO J092405.3+141021,AGN,1,2.621251360643681
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.04,0.0,0.01,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98605,0.00348,4e-05,0.00011,8.999999999999999e-05,0.00842,2e-05,0.0017900000000000001,0.018298424312829027,0.008611838582077803,0.000631505185092568,0.0010435463521037231,0.0009448771310560927,0.011740589484410124,0.00044698970882985637,0.004870279213722722,AGN,0.99,1.0,0.94,AGN,0.98605,0.018298424312829027,2CXO J092455.8+021925,AGN,1,32.5453427532249
0.96,0.0,0.0,0.01,0.0,0.01,0.0,0.01,1.0,0.02,0.002727499999999736,0.05,0.0,0.04,0.0,0.04,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961255,0.004030000000000001,0.00023,0.01268,0.0002,0.01027,5.9999999999999995e-05,0.011275,0.022269843307058102,0.006950353041925811,0.0014997831007680245,0.013273801030367812,0.0014007005254378835,0.010561185475060964,0.000772655807586403,0.011459960981857902,AGN,0.96,1.0,0.91,AGN,0.961255,0.022269843307058102,2CXO J092500.4+022222,AGN,1,26.687612305449267
0.53,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.88,0.5527274999999998,0.01,0.0,0.01,0.51,0.02,0.02,0.18,0.02,0.0,0.0,0.0,0.057272499999999976,0.0,0.0,0.52228,0.234755,0.00092,0.0001,0.0008,0.233295,0.00405,0.0038000000000000004,0.18982197971779766,0.1355457030400176,0.003092436444482433,0.0011795725460485213,0.0031890704241471636,0.11595306415997844,0.00698185120481998,0.007695402472854766,AGN,0.53,0.88,0.18,AGN,0.52228,0.18982197971779766,2CXO J092633.6+362450,AGN,0,0.8836925584094252
0.8,0.11,0.0,0.01,0.0,0.04,0.0,0.03,0.95,0.34,0.01,0.05,0.01,0.13,0.01,0.08,0.5272725,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.7815175000000001,0.12669,0.00025,0.01294,0.00111,0.046832500000000006,0.0009400000000000001,0.02972,0.10709211999916668,0.08225758451480444,0.0015620307103062798,0.013540300577894846,0.0034175399894631185,0.031470837411123304,0.0034537412074920025,0.02185404308587314,AGN,0.8,0.95,0.5272725,AGN,0.7815175000000001,0.10709211999916668,2CXO J092636.3+305504,AGN,1,3.4582969204036114
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.9772725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974,0.00046,0.0,5e-05,0.0007000000000000001,0.00011999999999999999,0.0005,0.0007700000000000001,0.007354868733981207,0.0022345902070387293,0.0,0.000705689732104696,0.003452813623977109,0.0011777041169100952,0.0024404827301081136,0.00381072455336536,AGN,1.0,1.0,0.9772725,AGN,0.9974,0.007354868733981207,2CXO J092712.6+294344,AGN,1,89.25902765323119
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962300000000001,0.0016400000000000002,2e-05,0.0,0.0009599999999999999,0.00086,8.999999999999999e-05,0.0002,0.009797095645296289,0.005722162453403706,0.00044698970882985637,0.0,0.003910715240680874,0.0041081963533012,0.0010454630519501837,0.0014007005254378835,AGN,1.0,1.0,0.97,AGN,0.9962300000000001,0.009797095645296289,2CXO J092713.8+294335,AGN,1,64.08747078465781
0.93,0.03,0.0,0.0,0.0,0.02,0.0,0.01,0.99,0.17,0.0,0.02,0.01,0.07,0.01,0.06,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91252,0.04325,0.00016,0.00314,0.0007700000000000001,0.02243,0.00116,0.01657,0.0641947861634461,0.042060749001968635,0.0012553788177183725,0.00736169780652497,0.0027775555466659557,0.020445368989409646,0.0034736819754356447,0.016080848662110275,AGN,0.93,0.99,0.73,AGN,0.91252,0.0641947861634461,2CXO J092832.8+184824,AGN,1,8.180938514372473
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.01,0.07,0.03,0.01,0.13,0.7872725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96878,0.0008200000000000001,0.00046,0.0003,0.009,0.00409,0.00124,0.01531,0.060509280056640635,0.0032462498576262032,0.0034929358139823593,0.0018202508929577028,0.021495628905944166,0.007458386388993769,0.003857107371758955,0.03901828194995681,AGN,0.99,1.0,0.7872725,AGN,0.96878,0.060509280056640635,2CXO J093348.3+313335,AGN,1,9.579959367806042
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99799,0.00011,2.9999999999999997e-05,1e-05,0.0011400000000000002,0.00043,5.9999999999999995e-05,0.00023,0.008575163755487922,0.0011354246734985064,0.0005471740119919801,0.000316227766016838,0.006319837050141426,0.002306603654818144,0.000772655807586403,0.001910693787803464,AGN,1.0,1.0,0.97,AGN,0.99799,0.008575163755487922,2CXO J093455.5+051409,AGN,1,66.92513904552828
